日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2025-12-30,2428,興勤,251,"1,149","43,124,567",172.00,172.50,170.50,172.00,14.87,12,-28,-3
2025-12-29,2428,興勤,303,415,"52,271,650",172.00,174.00,171.00,172.00,14.87,40,0,19
2025-12-26,2428,興勤,388,882,"66,942,872",173.50,174.50,171.00,171.50,14.82,95,-43,-1
2025-12-24,2428,興勤,248,366,"43,126,977",174.00,177.00,173.00,173.00,14.95,-15,-19,-6
2025-12-23,2428,興勤,463,"1,064","81,122,018",179.00,179.00,173.00,173.50,15.00,-2,-90,-29
2025-12-22,2428,興勤,391,462,"69,555,139",176.50,179.00,176.00,178.00,15.38,179,-1,-9
2025-12-19,2428,興勤,515,522,"90,503,933",175.00,177.50,174.00,174.50,15.08,73,0,20
2025-12-18,2428,興勤,361,420,"63,120,586",171.50,176.00,171.50,175.00,15.13,15,0,15
2025-12-17,2428,興勤,219,192,"38,031,500",173.00,175.00,172.50,172.50,14.91,53,-1,5
2025-12-16,2428,興勤,667,996,"114,857,797",175.50,175.50,170.00,171.50,14.82,112,17,-20
2025-12-15,2428,興勤,639,977,"112,714,930",177.50,178.00,175.50,176.50,15.26,-228,-20,-5
2025-12-12,2428,興勤,369,"1,167","66,832,180",182.50,183.00,180.00,180.50,15.60,-95,-1,-5
2025-12-11,2428,興勤,787,"1,524","144,426,547",187.00,188.00,181.00,181.50,15.69,-259,-66,-40
2025-12-10,2428,興勤,773,912,"143,744,251",183.00,187.50,182.50,186.00,16.08,-31,-1,2
2025-12-09,2428,興勤,707,924,"129,540,720",182.50,185.00,179.50,183.00,15.82,154,-1,18
2025-12-08,2428,興勤,376,500,"69,010,361",183.50,184.50,182.00,183.50,15.86,148,-59,-3
2025-12-05,2428,興勤,505,706,"91,763,915",183.00,183.00,180.50,182.00,15.73,-143,0,-16
2025-12-04,2428,興勤,1293,"2,140","239,141,696",188.00,189.00,182.00,183.50,15.86,-776,0,-36
2025-12-03,2428,興勤,1512,"1,580","286,132,418",184.50,192.00,184.50,189.50,16.38,472,0,48
