日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2025-12-19,6669,緯穎,1238,"5,782","5,282,699,960","4,255.00","4,315.00","4,210.00","4,285.00",17.95,-133,38,33
2025-12-18,6669,緯穎,1069,"6,997","4,439,298,375","4,135.00","4,205.00","4,080.00","4,175.00",17.48,-41,48,57
2025-12-17,6669,緯穎,825,799,"3,465,565,000","4,120.00","4,265.00","4,115.00","4,175.00",17.48,-114,2,-6
2025-12-16,6669,緯穎,1527,"17,791","6,410,480,805","4,245.00","4,260.00","4,155.00","4,160.00",17.42,27,20,-27
2025-12-15,6669,緯穎,1449,"13,597","6,205,954,120","4,260.00","4,320.00","4,240.00","4,290.00",17.97,58,-10,1
2025-12-12,6669,緯穎,1938,"19,295","8,587,985,565","4,555.00","4,565.00","4,380.00","4,405.00",18.45,-420,-54,7
2025-12-11,6669,緯穎,1346,"5,905","6,160,340,970","4,555.00","4,620.00","4,520.00","4,520.00",18.93,15,112,-16
2025-12-10,6669,緯穎,986,"9,144","4,450,111,630","4,550.00","4,570.00","4,480.00","4,525.00",18.95,-17,-67,23
2025-12-09,6669,緯穎,1561,"12,750","7,128,154,600","4,660.00","4,680.00","4,520.00","4,520.00",18.93,-370,-4,-11
2025-12-08,6669,緯穎,1107,"8,710","5,160,191,500","4,740.00","4,765.00","4,600.00","4,630.00",19.39,-386,10,14
2025-12-05,6669,緯穎,1764,"8,813","8,252,960,795","4,550.00","4,745.00","4,550.00","4,685.00",19.62,204,18,10
2025-12-04,6669,緯穎,1067,"5,442","4,895,221,300","4,630.00","4,640.00","4,525.00","4,545.00",19.03,-36,14,-6
2025-12-03,6669,緯穎,1276,"6,462","5,847,158,380","4,510.00","4,650.00","4,490.00","4,600.00",19.26,220,28,33
2025-12-02,6669,緯穎,2189,"9,439","10,015,805,525","4,540.00","4,675.00","4,480.00","4,480.00",18.76,-143,145,11
2025-12-01,6669,緯穎,1533,"10,387","6,816,123,555","4,570.00","4,570.00","4,370.00","4,430.00",18.55,-170,32,6
2025-11-28,6669,緯穎,1377,"8,995","6,269,832,935","4,480.00","4,635.00","4,415.00","4,570.00",19.14,-154,58,48
2025-11-27,6669,緯穎,1178,"6,589","5,268,454,010","4,465.00","4,525.00","4,425.00","4,450.00",18.64,-49,38,-19
2025-11-26,6669,緯穎,2350,"12,631","10,277,868,360","4,270.00","4,465.00","4,225.00","4,450.00",18.64,-446,222,78
2025-11-25,6669,緯穎,1427,"6,678","5,922,135,105","4,150.00","4,200.00","4,060.00","4,170.00",17.46,135,44,3
2025-11-24,6669,緯穎,2573,"12,826","10,375,507,195","4,060.00","4,105.00","3,980.00","4,030.00",16.88,-267,-11,10
2025-11-21,6669,緯穎,1677,"15,149","6,853,624,915","4,080.00","4,145.00","4,050.00","4,095.00",17.15,-108,18,-22
2025-11-20,6669,緯穎,2074,"8,429","8,984,950,625","4,395.00","4,430.00","4,240.00","4,280.00",17.92,-430,75,43
2025-11-19,6669,緯穎,1585,"8,470","6,648,478,645","4,130.00","4,275.00","4,125.00","4,150.00",17.38,-85,117,-56
2025-11-18,6669,緯穎,1838,"17,225","7,719,278,600","4,260.00","4,300.00","4,130.00","4,130.00",17.30,-31,37,-32
2025-11-17,6669,緯穎,1462,"7,421","6,394,195,135","4,365.00","4,440.00","4,310.00","4,350.00",18.22,-30,14,-35
