日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2025-12-26,8176,智捷,96.0,127,"1,047,441",10.80,10.95,10.80,10.80,,,,
2025-12-24,8176,智捷,87.0,97,"957,639",10.85,10.95,10.80,10.80,,0.0,0.0,0.0
2025-12-23,8176,智捷,96.0,132,"1,040,755",11.10,11.10,10.70,10.70,,0.0,0.0,0.0
2025-12-22,8176,智捷,73.0,86,"803,308",10.75,10.95,10.75,10.90,,-3.0,0.0,0.0
2025-12-19,8176,智捷,74.0,87,"809,939",10.80,11.00,10.75,10.75,,0.0,0.0,0.0
2025-12-18,8176,智捷,133.0,208,"1,450,446",11.00,11.00,10.75,10.80,,0.0,0.0,0.0
2025-12-17,8176,智捷,258.0,258,"2,920,172",11.50,11.60,11.10,11.20,,0.0,0.0,0.0
2025-12-16,8176,智捷,642.0,449,"7,332,618",10.90,11.90,10.90,11.40,,-52.0,0.0,0.0
2025-12-15,8176,智捷,156.0,123,"1,666,427",10.70,11.00,10.45,11.00,,0.0,0.0,0.0
2025-12-12,8176,智捷,79.0,70,"838,770",10.60,10.75,10.40,10.70,,0.0,0.0,0.0
2025-12-11,8176,智捷,180.0,137,"1,926,556",10.50,10.95,10.50,10.60,,0.0,0.0,0.0
2025-12-10,8176,智捷,31.0,58,"334,464",10.40,10.50,10.40,10.50,,0.0,0.0,0.0
2025-12-09,8176,智捷,50.0,87,"520,152",10.40,10.40,10.35,10.40,,0.0,0.0,0.0
2025-12-08,8176,智捷,112.0,151,"1,155,678",10.35,10.40,10.25,10.25,,0.0,0.0,0.0
2025-12-05,8176,智捷,75.0,65,"783,492",10.50,10.50,10.35,10.50,,0.0,0.0,0.0
2025-12-04,8176,智捷,42.0,87,"439,182",10.45,10.50,10.40,10.50,,-1.0,0.0,0.0
2025-12-03,8176,智捷,77.0,91,"803,378",10.30,10.45,10.30,10.45,,0.0,0.0,0.0
2025-12-02,8176,智捷,74.0,101,"770,080",10.30,10.45,10.25,10.40,,0.0,0.0,0.0
2025-12-01,8176,智捷,61.0,99,"643,319",10.40,10.50,10.30,10.40,,0.0,0.0,0.0
2025-11-28,8176,智捷,103.0,69,"1,069,035",10.25,10.40,10.25,10.40,,0.0,0.0,0.0
2025-11-27,8176,智捷,98.0,111,"1,017,223",10.35,10.40,10.25,10.35,,0.0,0.0,0.0
2025-11-26,8176,智捷,79.0,65,"821,516",10.55,10.55,10.25,10.50,,0.0,0.0,0.0
2025-11-25,8176,智捷,57.0,98,"586,178",10.20,10.35,10.20,10.30,,0.0,0.0,0.0
2025-11-24,8176,智捷,32.0,71,"333,467",10.30,10.60,10.20,10.30,,0.0,0.0,0.0
2025-11-21,8176,智捷,121.0,126,"1,233,445",10.15,10.30,10.10,10.25,,-3.0,0.0,0.0
2025-11-20,8176,智捷,90.0,78,"936,690",10.35,10.50,10.25,10.30,,0.0,0.0,0.0
