日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2025-12-19,3260,威剛,16219.0,"12,950","3,127,702,985",198.00,199.50,188.50,188.50,,-3126.0,342.0,-132.0
2025-12-18,3260,威剛,37650.0,"32,175","7,397,105,992",198.50,202.00,191.50,191.50,,-3937.0,2009.0,1131.0
2025-12-17,3260,威剛,27545.0,"22,363","5,296,457,288",181.00,197.00,180.50,196.50,,2769.0,2490.0,1199.0
2025-12-16,3260,威剛,10860.0,"8,888","1,968,012,898",183.50,187.50,177.50,179.50,,-922.0,-148.0,-1545.0
2025-12-15,3260,威剛,16110.0,"11,120","2,935,136,555",180.50,187.50,176.00,186.00,,-135.0,-412.0,363.0
2025-12-12,3260,威剛,22311.0,"16,126","4,183,700,064",183.50,191.00,183.50,185.50,,-2095.0,1291.0,1165.0
2025-12-11,3260,威剛,7607.0,"5,689","1,383,097,858",182.50,184.50,179.50,182.00,,96.0,562.0,54.0
2025-12-10,3260,威剛,10848.0,"8,851","1,977,497,815",185.00,185.00,180.50,180.50,,-2747.0,267.0,-157.0
2025-12-09,3260,威剛,15832.0,"11,756","2,907,385,130",185.00,187.00,180.00,186.50,,-633.0,-67.0,511.0
2025-12-08,3260,威剛,13132.0,"9,659","2,377,962,552",178.50,185.00,178.00,181.00,,-2236.0,446.0,394.0
2025-12-05,3260,威剛,8812.0,"6,582","1,548,170,147",176.00,178.00,173.00,177.00,,142.0,-1213.0,297.0
2025-12-04,3260,威剛,10259.0,"7,034","1,793,183,124",176.00,178.00,171.50,176.00,,315.0,-585.0,270.0
2025-12-03,3260,威剛,12485.0,"9,757","2,220,920,999",178.50,183.00,174.00,174.50,,-3408.0,0.0,897.0
2025-12-02,3260,威剛,5523.0,"4,550","974,966,161",178.50,179.00,175.00,176.00,,840.0,-724.0,-117.0
2025-12-01,3260,威剛,8074.0,"5,974","1,421,909,338",178.50,179.00,172.50,175.00,,-768.0,71.0,79.0
2025-11-28,3260,威剛,9417.0,"7,227","1,674,687,149",177.00,181.00,175.00,177.50,,-1922.0,-4.0,256.0
2025-11-27,3260,威剛,8676.0,"6,306","1,528,713,533",178.00,180.00,173.00,176.00,,-2216.0,-571.0,327.0
2025-11-26,3260,威剛,9246.0,"7,902","1,623,779,312",180.00,181.00,173.50,174.50,,-1312.0,100.0,-15.0
2025-11-25,3260,威剛,16765.0,"13,474","3,062,445,781",189.00,191.50,177.00,178.50,,-4387.0,0.0,-390.0
2025-11-24,3260,威剛,9131.0,"7,012","1,610,838,737",176.50,179.50,173.00,178.50,,-700.0,-32.0,-5.0
2025-11-21,3260,威剛,17513.0,"15,331","3,054,769,151",174.50,179.00,171.50,173.50,,3347.0,-226.0,-336.0
2025-11-20,3260,威剛,18459.0,"20,739","3,519,673,619",200.00,200.00,184.00,190.50,,-478.0,-39.0,6.0
2025-11-19,3260,威剛,13408.0,"15,025","2,629,765,855",198.00,203.50,190.50,191.00,,76.0,-194.0,-1340.0
2025-11-18,3260,威剛,13327.0,"11,882","2,695,866,597",205.00,208.50,197.50,202.00,,3136.0,-52.0,-236.0
2025-11-17,3260,威剛,22739.0,"17,720","4,885,351,725",223.00,225.00,204.00,208.00,,-2709.0,-139.0,-146.0
2025-11-14,3260,威剛,13785.0,"17,175","2,926,968,763",213.00,218.00,205.00,213.50,,1243.0,-325.0,65.0
2025-11-13,3260,威剛,37197.0,"30,658","8,358,888,377",227.00,233.50,214.00,220.50,,7.0,-36.0,-1026.0
2025-11-12,3260,威剛,32445.0,"29,360","6,956,851,091",203.50,222.50,200.00,221.50,,-1489.0,148.0,1383.0
2025-11-11,3260,威剛,26436.0,"23,848","5,413,963,653",205.50,210.50,199.00,202.50,,-707.0,202.0,34.0
2025-11-10,3260,威剛,35459.0,"27,411","7,196,610,642",201.00,208.50,195.00,205.00,,-3058.0,39.0,1154.0
2025-11-07,3260,威剛,12321.0,"11,322","2,369,998,350",190.50,195.00,187.50,195.00,,358.0,28.0,99.0
2025-11-06,3260,威剛,14134.0,"10,667","2,697,605,143",190.50,194.00,187.00,192.50,,-482.0,514.0,-21.0
2025-11-05,3260,威剛,13950.0,"11,007","2,531,007,881",173.00,187.50,172.00,187.00,,473.0,-94.0,487.0
2025-11-04,3260,威剛,20433.0,"17,240","3,793,365,119",197.50,198.00,180.00,181.00,,2081.0,-874.0,-136.0
2025-11-03,3260,威剛,11425.0,"11,018","2,251,579,506",200.00,201.50,194.00,194.50,,-901.0,-186.0,94.0
2025-10-31,3260,威剛,13269.0,"22,862","2,616,575,520",200.00,201.00,193.00,198.00,,-1448.0,537.0,-172.0
2025-10-30,3260,威剛,34360.0,"27,627","6,827,764,689",193.50,204.00,193.00,199.00,,2773.0,1397.0,220.0
2025-10-29,3260,威剛,16442.0,"13,681","3,135,244,564",192.00,194.50,188.00,189.50,,-908.0,308.0,-175.0
2025-10-28,3260,威剛,42003.0,"40,385","8,255,355,704",204.50,207.00,189.00,191.50,,-5968.0,-1513.0,-173.0
2025-10-27,3260,威剛,26407.0,"18,511","5,340,016,947",199.00,205.00,197.00,205.00,,3373.0,-73.0,2.0
2025-10-23,3260,威剛,9289.0,"8,319","1,699,478,220",179.00,186.50,178.50,186.50,,723.0,30.0,140.0
2025-10-22,3260,威剛,12875.0,"9,780","2,300,502,340",178.50,182.00,175.00,181.00,,2850.0,-11.0,132.0
2025-10-21,3260,威剛,17470.0,"14,650","3,187,382,268",189.00,189.00,180.00,180.50,,-945.0,-195.0,2.0
2025-10-20,3260,威剛,14111.0,"10,149","2,646,063,211",191.00,191.50,183.50,188.50,,-256.0,-40.0,-85.0
2025-10-17,3260,威剛,17682.0,"15,030","3,343,816,283",188.50,191.00,187.00,188.00,,-488.0,827.0,-39.0
2025-10-16,3260,威剛,39596.0,"27,151","7,525,986,535",183.00,196.50,182.00,188.50,,-1771.0,505.0,364.0
2025-10-15,3260,威剛,31585.0,"33,559","5,749,378,199",183.00,188.00,174.00,182.50,,-1739.0,656.0,43.0
2025-10-14,3260,威剛,54659.0,"38,029","10,135,526,582",185.00,194.00,176.50,179.00,,-787.0,1587.0,-569.0
